DATA;TEMPERATURA MAXIMA;PRECIPITACAO
07/11/2021;28.23;0
08/11/2021;27.27;0
09/11/2021;28.33;0
10/11/2021;27.16;0
11/11/2021;26.59;1
12/11/2021;26.03;0
13/11/2021;26.58;0
14/11/2021;26.72;0
15/11/2021;29.32;1
16/11/2021;30.29;0
17/11/2021;25.19;1
18/11/2021;22.8;1
19/11/2021;22.85;1
20/11/2021;27.21;0
21/11/2021;29.46;0
22/11/2021;30.34;0
23/11/2021;30.84;0
24/11/2021;31.79;1
25/11/2021;30.77;0
26/11/2021;23.65;1
27/11/2021;26.21;0
28/11/2021;26.42;0
29/11/2021;25.03;1
30/11/2021;26.51;0
01/12/2021;28.01;0
02/12/2021;28.7;0
03/12/2021;28.15;0
04/12/2021;30.01;0
05/12/2021;30.35;0
06/12/2021;26.92;1
07/12/2021;25.79;0
08/12/2021;26.7;0
09/12/2021;28.4;0
10/12/2021;30.12;0
11/12/2021;29.5;1
12/12/2021;30.89;1
13/12/2021;28.85;1
14/12/2021;29.72;1
15/12/2021;31.56;1
16/12/2021;31.85;1
17/12/2021;32.38;0
18/12/2021;31.79;0
19/12/2021;29.95;0
20/12/2021;31.73;0
21/12/2021;33.36;1
22/12/2021;30.62;1
23/12/2021;28.6;1
24/12/2021;29.57;0
25/12/2021;31.72;0
26/12/2021;31.4;0
27/12/2021;32.63;0
28/12/2021;33.13;0
29/12/2021;32.41;0
30/12/2021;27.42;1
31/12/2021;29.33;1
01/01/2022;32.63;1
02/01/2022;31.96;0
03/01/2022;26.15;1
04/01/2022;25.32;1
05/01/2022;27.79;1
06/01/2022;27.04;1
07/01/2022;28.75;0
08/01/2022;28.17;1
09/01/2022;27.34;1
10/01/2022;28.87;1
11/01/2022;30.15;0
12/01/2022;32.57;0
13/01/2022;30.7;1
14/01/2022;29.41;1
15/01/2022;31.28;1
16/01/2022;32.84;1
17/01/2022;33.45;0
18/01/2022;33.23;1
19/01/2022;33.13;1
20/01/2022;33.17;0
21/01/2022;33.21;1
22/01/2022;34.67;1
23/01/2022;35.08;1
24/01/2022;34.29;1
25/01/2022;32.26;0
26/01/2022;32.04;1
27/01/2022;25.62;1
28/01/2022;20.99;1
29/01/2022;23.21;0
30/01/2022;27.18;1
31/01/2022;28.12;1
01/02/2022;30.42;0
02/02/2022;30.9;0
03/02/2022;28.89;1
04/02/2022;24.7;1
05/02/2022;22.28;1
06/02/2022;26.84;0
07/02/2022;24.93;0
08/02/2022;26.5;0
09/02/2022;28.73;0
10/02/2022;29.57;1
11/02/2022;29.23;1
12/02/2022;30.31;1
13/02/2022;29.36;1
14/02/2022;29.38;0
15/02/2022;31.04;0
16/02/2022;31.82;0
17/02/2022;29.94;0
18/02/2022;28.8;1
19/02/2022;29.14;0
20/02/2022;30.58;0
21/02/2022;26.19;1
22/02/2022;30.61;1
23/02/2022;31.87;0
24/02/2022;32.44;1
25/02/2022;28.12;1
26/02/2022;31.35;0
27/02/2022;32.06;0
28/02/2022;30.94;1
01/03/2022;27.46;1
02/03/2022;26.38;1
03/03/2022;28.9;1
04/03/2022;29.53;1
05/03/2022;30.12;0
06/03/2022;30.58;0
07/03/2022;31.15;1
08/03/2022;31.16;1
09/03/2022;31.24;1
10/03/2022;27.09;1
11/03/2022;21.62;1
12/03/2022;19.58;1
13/03/2022;23.72;1
14/03/2022;25.29;0
15/03/2022;26.81;1
16/03/2022;25.99;1
17/03/2022;29.12;0
18/03/2022;28.6;1
19/03/2022;22.91;1
20/03/2022;24.55;0
21/03/2022;25.38;0
22/03/2022;26.36;1
23/03/2022;19.68;1
24/03/2022;20.57;1
25/03/2022;22.49;1
26/03/2022;22.72;0
27/03/2022;24.9;0
28/03/2022;27.42;0
29/03/2022;28.27;0
30/03/2022;21.82;1
31/03/2022;16.78;1
01/04/2022;20.21;0
02/04/2022;21.94;0
03/04/2022;23.08;0
04/04/2022;20.76;1
05/04/2022;23.71;1
06/04/2022;27.3;1
07/04/2022;20.53;1
08/04/2022;21.2;1
09/04/2022;24.8;0
10/04/2022;22.7;1
11/04/2022;19.75;1
12/04/2022;20.07;1
13/04/2022;22.95;0
14/04/2022;19.74;0
15/04/2022;19.18;0
16/04/2022;21.46;0
17/04/2022;21.18;0
18/04/2022;22.19;0
19/04/2022;23.82;0
20/04/2022;24.81;0
21/04/2022;22.93;1
22/04/2022;19.39;1
23/04/2022;19.97;1
24/04/2022;24.65;0
25/04/2022;26.04;0
26/04/2022;26.48;1
27/04/2022;28.15;0
28/04/2022;26.26;1
29/04/2022;19.84;1
30/04/2022;21.4;1
01/05/2022;22.4;1
02/05/2022;19.3;1
03/05/2022;15.33;1
04/05/2022;15.96;1
05/05/2022;18.75;0
06/05/2022;20.46;0
07/05/2022;19.55;0
08/05/2022;18.99;0
09/05/2022;20.35;0
10/05/2022;16.31;1
11/05/2022;17.52;0
12/05/2022;17.91;0
13/05/2022;19.38;0
14/05/2022;17.13;1
15/05/2022;16.81;0
16/05/2022;13.31;0
17/05/2022;8.15;0
18/05/2022;9.11;0
19/05/2022;10.95;0
20/05/2022;14.87;0
21/05/2022;16.18;0
22/05/2022;16.82;1
23/05/2022;19.64;1
24/05/2022;21.98;0
25/05/2022;23.21;0
26/05/2022;18.41;1
27/05/2022;17.01;1
28/05/2022;16.34;1
29/05/2022;16.25;1
30/05/2022;13.22;1
31/05/2022;11.86;1
01/06/2022;11.82;1
02/06/2022;10.19;1
03/06/2022;12.86;0
04/06/2022;16.41;0
05/06/2022;17.19;0
06/06/2022;17.28;1
07/06/2022;16.1;1
08/06/2022;17.09;0
09/06/2022;15.4;1
10/06/2022;14.43;1
11/06/2022;9.73;1
12/06/2022;11.45;0
13/06/2022;17.14;0
14/06/2022;16.78;0
15/06/2022;19.14;1
16/06/2022;22.15;0
17/06/2022;17.03;1
18/06/2022;11.45;0
19/06/2022;16.19;0
20/06/2022;18.15;0
21/06/2022;19.17;1
22/06/2022;21.55;1
23/06/2022;19.83;1
24/06/2022;20.84;1
25/06/2022;18.99;0
26/06/2022;17.41;0
27/06/2022;17.79;0
28/06/2022;20;0
29/06/2022;15.25;0
30/06/2022;17.79;0
01/07/2022;19.37;0
02/07/2022;22.98;0
03/07/2022;23.78;0
04/07/2022;23.35;0
05/07/2022;21.99;1
06/07/2022;21.36;1
07/07/2022;22.31;1
08/07/2022;22.55;0
09/07/2022;22.08;0
10/07/2022;21.67;0
11/07/2022;22.84;1
12/07/2022;16;1
13/07/2022;16.05;1
14/07/2022;18.83;1
15/07/2022;21.47;0
16/07/2022;20.51;1
17/07/2022;12.98;1
18/07/2022;18.07;1
19/07/2022;20.2;1
20/07/2022;22.13;0
21/07/2022;22.62;0
22/07/2022;23.48;0
23/07/2022;23.57;0
24/07/2022;23.86;0
25/07/2022;23.93;0
26/07/2022;23.91;0
27/07/2022;22.13;0
28/07/2022;23.73;1
29/07/2022;14.28;1
30/07/2022;16.04;0
31/07/2022;18.49;0
01/08/2022;21.92;0
02/08/2022;25.34;0
03/08/2022;24.66;0
04/08/2022;20.42;1
05/08/2022;15.51;0
06/08/2022;15.55;1
07/08/2022;13.87;1
08/08/2022;16.97;1
09/08/2022;11.92;1
10/08/2022;10.98;1
11/08/2022;16.25;0
12/08/2022;17.61;0
13/08/2022;19.6;1
14/08/2022;22.97;0
15/08/2022;25.38;1
16/08/2022;18.93;1
17/08/2022;17.61;1
18/08/2022;14.33;1
19/08/2022;9.46;0
20/08/2022;15.61;0
21/08/2022;16.8;0
22/08/2022;17.79;0
23/08/2022;21.12;0
24/08/2022;22.29;0
25/08/2022;23.43;0
26/08/2022;24.42;0
27/08/2022;24.05;0
28/08/2022;18.45;1
29/08/2022;14.43;0
30/08/2022;16.2;0
31/08/2022;19.19;0
01/09/2022;23.76;0
02/09/2022;17.37;1
03/09/2022;13.8;0
04/09/2022;16.44;1
05/09/2022;14.45;1
06/09/2022;14.38;1
07/09/2022;16.77;1
08/09/2022;26.26;0
09/09/2022;25.78;1
10/09/2022;20.07;0
11/09/2022;18.73;1
12/09/2022;15.06;1
13/09/2022;20.28;1
14/09/2022;17.38;1
15/09/2022;17.86;1
16/09/2022;19.23;0
17/09/2022;18.96;0
18/09/2022;20.49;0
19/09/2022;13.31;1
20/09/2022;22.65;0
21/09/2022;18.62;1
22/09/2022;17.19;0
23/09/2022;14.73;0
24/09/2022;20.33;1
25/09/2022;15.24;1
26/09/2022;17.59;1
27/09/2022;17.69;1
28/09/2022;16.54;1
29/09/2022;14.4;1
30/09/2022;18.48;1
01/10/2022;21.01;0
02/10/2022;21.53;0
03/10/2022;20.62;0
04/10/2022;23.02;0
05/10/2022;23.77;1
06/10/2022;18.3;1
07/10/2022;18.28;1
08/10/2022;20.64;0
09/10/2022;18.34;1
10/10/2022;14.95;1
11/10/2022;15.22;1
12/10/2022;16.99;1
13/10/2022;22.07;1
14/10/2022;18.66;1
15/10/2022;21.6;1
16/10/2022;22.83;1
17/10/2022;23.46;1
18/10/2022;17.38;1
19/10/2022;24.59;1
20/10/2022;16.11;1
21/10/2022;20.46;0
22/10/2022;21.9;0
23/10/2022;23.85;0
24/10/2022;24.54;0
25/10/2022;26.4;0
26/10/2022;27.56;0
27/10/2022;23.78;1
28/10/2022;26.79;0
29/10/2022;21.24;1
30/10/2022;20.12;1
31/10/2022;17.37;1
01/11/2022;12.96;0
02/11/2022;15.18;0
03/11/2022;19.72;0
04/11/2022;20.74;0
05/11/2022;20.9;0
06/11/2022;20.57;1
07/11/2022;20.52;0
08/11/2022;21.82;0
09/11/2022;23.98;0
10/11/2022;26.69;0
11/11/2022;21.25;1
12/11/2022;24.04;1
13/11/2022;20.63;1
14/11/2022;23.43;1
15/11/2022;23.51;0
16/11/2022;24.91;0
17/11/2022;26.14;0
18/11/2022;26.7;0
19/11/2022;26.35;0
20/11/2022;28.18;0
21/11/2022;25.23;1
22/11/2022;22.18;1
23/11/2022;25.74;0
24/11/2022;25.41;0
25/11/2022;26.03;0
26/11/2022;26.53;0
27/11/2022;25.81;1
28/11/2022;23.1;0
29/11/2022;25.7;1
30/11/2022;25.38;1
01/12/2022;26.91;1
02/12/2022;27.76;1
03/12/2022;27.5;1
04/12/2022;27.16;1
05/12/2022;26.1;0
06/12/2022;27.61;1
07/12/2022;29.33;0
08/12/2022;30.56;1
09/12/2022;31.13;1
10/12/2022;29.71;1
11/12/2022;29.39;1
12/12/2022;27.52;1
13/12/2022;23.88;1
14/12/2022;25.98;0
15/12/2022;26.66;0
16/12/2022;24.64;0
17/12/2022;25.51;0
18/12/2022;21.15;1
19/12/2022;23.72;1
20/12/2022;24.21;1
21/12/2022;25;1
22/12/2022;25.02;0
23/12/2022;24.64;0
24/12/2022;27.38;1
25/12/2022;25.56;1
26/12/2022;27.06;0
27/12/2022;26.3;1
28/12/2022;25.31;1
29/12/2022;26.49;0
30/12/2022;27.84;0
31/12/2022;27.49;0
01/01/2023;30.08;0
02/01/2023;23.37;1
03/01/2023;25.83;1
04/01/2023;23.41;1
05/01/2023;25.83;0
06/01/2023;25.18;0
07/01/2023;24.71;0
08/01/2023;24.51;0
09/01/2023;26.28;0
10/01/2023;26.18;1
11/01/2023;27.36;0
12/01/2023;27.79;1
13/01/2023;23.91;1
14/01/2023;23.78;1
15/01/2023;24.95;1
16/01/2023;27.61;1
17/01/2023;28.31;1
18/01/2023;26.7;1
19/01/2023;26.37;1
20/01/2023;26.89;0
21/01/2023;28.45;1
22/01/2023;25.08;1
23/01/2023;27.85;1
24/01/2023;28.85;0
25/01/2023;29.84;0
26/01/2023;29.31;0
27/01/2023;27.72;0
28/01/2023;30.16;0
29/01/2023;27.07;1
30/01/2023;26.48;1
31/01/2023;25.94;1
01/02/2023;27.67;0
02/02/2023;27.32;1
03/02/2023;22.13;1
04/02/2023;23.57;0
05/02/2023;25.37;0
06/02/2023;27.07;0
07/02/2023;28.55;0
08/02/2023;28.52;0
09/02/2023;28.06;1
10/02/2023;25.59;1
11/02/2023;25.97;1
12/02/2023;28.07;0
13/02/2023;28.96;1
14/02/2023;25.15;1
15/02/2023;22.94;1
16/02/2023;26.03;1
17/02/2023;21.19;1
18/02/2023;19.16;0
19/02/2023;22.05;1
20/02/2023;16.26;1
21/02/2023;23.67;1
22/02/2023;26.69;1
23/02/2023;22.83;1
24/02/2023;22.16;1
25/02/2023;25.17;0
26/02/2023;21.31;1
27/02/2023;24.17;1
28/02/2023;24.98;1
01/03/2023;26.05;1
02/03/2023;24.69;1
03/03/2023;20.7;1
04/03/2023;25.29;1
05/03/2023;24.19;0
06/03/2023;24.04;1
07/03/2023;26.18;0
08/03/2023;27.03;1
09/03/2023;23.63;1
10/03/2023;26.25;1
11/03/2023;24.95;0
12/03/2023;24.81;0
13/03/2023;23.53;1
14/03/2023;24.4;1
15/03/2023;24.72;1
16/03/2023;25.65;0
17/03/2023;28.09;0
18/03/2023;27.85;0
19/03/2023;28.46;0
20/03/2023;28.14;1
21/03/2023;28.91;1
22/03/2023;28.22;1
23/03/2023;28.56;1
24/03/2023;28.08;1
25/03/2023;27.14;1
26/03/2023;24.04;1
27/03/2023;25.22;0
28/03/2023;26.42;0
29/03/2023;27.85;1
30/03/2023;22.75;1
31/03/2023;26.48;0
01/04/2023;26.26;0
02/04/2023;25.46;0
03/04/2023;25.96;0
04/04/2023;26.85;0
05/04/2023;23.69;1
06/04/2023;16.91;1
07/04/2023;17.81;1
08/04/2023;22.29;1
09/04/2023;24.25;0
10/04/2023;24.89;0
11/04/2023;25.41;0
12/04/2023;26.04;0
13/04/2023;23.31;1
14/04/2023;21.65;1
15/04/2023;20.4;0
16/04/2023;19.95;1
17/04/2023;20.04;1
18/04/2023;19.08;0
19/04/2023;16;0
20/04/2023;16.26;0
21/04/2023;19.94;0
22/04/2023;20.59;0
23/04/2023;22.11;0
24/04/2023;22.75;0
25/04/2023;21.19;1
26/04/2023;19.96;1
27/04/2023;19.04;0
28/04/2023;21.34;0
29/04/2023;21.67;0
30/04/2023;22.19;0
01/05/2023;24.2;1
02/05/2023;23.38;1
03/05/2023;20.63;1
04/05/2023;20.5;1
05/05/2023;22.95;1
06/05/2023;24.36;1
07/05/2023;23.56;1
08/05/2023;19.55;1
09/05/2023;19.74;1
10/05/2023;18.38;0
11/05/2023;16.75;1
12/05/2023;16.36;0
13/05/2023;17.87;0
14/05/2023;20.73;0
15/05/2023;23.03;0
16/05/2023;22.43;0
17/05/2023;22.38;0
18/05/2023;22.71;0
19/05/2023;22.62;0
20/05/2023;20.93;1
21/05/2023;18.29;1
22/05/2023;17.55;1
23/05/2023;24.26;0
24/05/2023;23.33;0
25/05/2023;23.13;0
26/05/2023;22.9;1
27/05/2023;18.36;1
28/05/2023;15.33;1
29/05/2023;17.83;0
30/05/2023;17.24;1
31/05/2023;19.79;0
01/06/2023;20.67;0
02/06/2023;19.3;0
03/06/2023;20.97;0
04/06/2023;21.84;0
05/06/2023;20.85;0
06/06/2023;20.81;0
07/06/2023;21.02;0
08/06/2023;22.2;0
09/06/2023;22.46;0
10/06/2023;22.43;0
11/06/2023;18.72;1
12/06/2023;12.88;1
13/06/2023;8.57;1
14/06/2023;11.66;1
15/06/2023;11;1
16/06/2023;12.35;0
17/06/2023;12.2;0
18/06/2023;14.43;0
19/06/2023;16.64;0
20/06/2023;17.5;0
21/06/2023;17.71;1
22/06/2023;18.8;1
23/06/2023;15.98;1
24/06/2023;23.01;1
25/06/2023;22.83;0
26/06/2023;22.3;0
27/06/2023;21.46;0
28/06/2023;20.2;0
29/06/2023;18.33;0
30/06/2023;18.56;0
01/07/2023;20.5;0
02/07/2023;20.44;0
03/07/2023;18.62;0
04/07/2023;18.5;0
05/07/2023;20.32;0
06/07/2023;21.54;0
07/07/2023;20.64;0
08/07/2023;18.29;1
09/07/2023;19.2;1
10/07/2023;15.84;1
11/07/2023;18.67;1
12/07/2023;19.75;1
13/07/2023;13.37;0
14/07/2023;9.51;0
15/07/2023;14.21;0
16/07/2023;18.38;0
17/07/2023;14.48;1
18/07/2023;12.74;1
19/07/2023;15.06;0
20/07/2023;18.84;0
21/07/2023;21.6;0
22/07/2023;22.17;0
23/07/2023;23.01;0
24/07/2023;22.66;0
25/07/2023;23.21;0
26/07/2023;21.65;1
27/07/2023;19.15;1
28/07/2023;15.43;1
29/07/2023;16.32;0
30/07/2023;19.64;0
31/07/2023;21.05;0
01/08/2023;22.84;0
02/08/2023;22.02;0
03/08/2023;24.16;0
04/08/2023;24.83;0
05/08/2023;25.38;0
06/08/2023;24.8;0
07/08/2023;23.29;1
08/08/2023;17.44;1
09/08/2023;15.38;1
10/08/2023;20.42;0
11/08/2023;18.75;1
12/08/2023;15.12;1
13/08/2023;13.95;0
14/08/2023;20.81;0
15/08/2023;23.31;0
16/08/2023;24.2;0
17/08/2023;25.19;0
18/08/2023;22.92;1
19/08/2023;18.2;1
20/08/2023;16.74;0
21/08/2023;22.72;0
22/08/2023;25.34;0
23/08/2023;28.21;0
24/08/2023;22.61;0
25/08/2023;17.81;0
26/08/2023;14.05;0
27/08/2023;15.23;0
28/08/2023;16.01;0
29/08/2023;18.91;0
30/08/2023;22.4;0
31/08/2023;24.6;0
01/09/2023;18.77;1
02/09/2023;16.45;1
03/09/2023;25.14;1
04/09/2023;23.88;1
05/09/2023;17.99;1
06/09/2023;19.54;0
07/09/2023;21.72;0
08/09/2023;16.14;1
09/09/2023;19.02;1
10/09/2023;23.07;0
11/09/2023;27.34;0
12/09/2023;26.94;1
13/09/2023;20.21;1
14/09/2023;14.78;0
15/09/2023;19.84;0
16/09/2023;25.03;0
17/09/2023;29.25;0
18/09/2023;29.35;0
19/09/2023;21.93;1
20/09/2023;27.78;0
21/09/2023;29.27;1
22/09/2023;27.54;1
23/09/2023;28.63;0
24/09/2023;31.02;0
25/09/2023;26.88;1
26/09/2023;29.83;1
27/09/2023;17.54;1
28/09/2023;19.84;0
29/09/2023;21.07;0
30/09/2023;19.87;1
01/10/2023;21.73;0
02/10/2023;24.05;0
03/10/2023;26.53;1
04/10/2023;20.56;1
05/10/2023;19.75;0
06/10/2023;23.03;1
07/10/2023;19.3;1
08/10/2023;15.85;1
09/10/2023;20.58;0
10/10/2023;24.39;0
11/10/2023;24.98;1
12/10/2023;15.75;1
